region,candidato,sexo,edad_grupo,poblacion_region,porcentaje_grupo,ingreso_promedio,score,sentimiento,probabilidad,ganador,indecisos
Huancavelica,López Aliaga,M,41-60,7664073,0.1431,739,72.29,0.75,0.7644,1,0.1234
Ica,Fujimori,F,26-40,6632098,0.1043,1202,50.32,0.29,0.4564,0,0.3037
Moquegua,Acuña,M,18-25,2451249,0.1418,1212,54.56,0.35,0.5111,1,0.2297
La Libertad,Alvarez,M,18-25,8883006,0.0904,1063,46.22,0.76,0.6178,1,0.3553
Loreto,Alvarez,F,41-60,920201,0.0723,1293,76.01,0.49,0.6656,1,0.1748
Lima,López Aliaga,M,41-60,9633462,0.1325,849,47.2,0.41,0.4857,0,0.3344
Lima,Vizcarra,F,26-40,1411147,0.0748,1102,89.4,0.55,0.6938,1,0.4257
Áncash,Fujimori,M,41-60,4197622,0.0518,726,57.67,0.32,0.516,1,0.2073
Cajamarca,Fujimori,M,18-25,6161449,0.1701,1224,75.01,0.22,0.5043,1,0.4145
Huánuco,Alvarez,F,41-60,6528626,0.1077,1205,83.7,0.64,0.7432,1,0.2438
Ica,Vizcarra,M,41-60,5396776,0.0514,1217,56.55,0.22,0.4273,0,0.4312
Cajamarca,Acuña,M,41-60,6506424,0.0789,1172,78.53,0.62,0.7122,1,0.2443
San Martín,Fujimori,F,18-25,5994573,0.068,980,86.35,0.55,0.6784,1,0.4438
Pasco,Alvarez,F,60+,4862390,0.0742,860,59.2,0.79,0.713,1,0.2079
Huancavelica,Fujimori,F,60+,3335155,0.1398,1108,81.14,0.71,0.7374,1,0.3567
Huánuco,Fujimori,M,26-40,2194838,0.0733,960,51.83,0.44,0.5369,1,0.2258
Ica,Fujimori,M,60+,1364116,0.1115,745,78.43,0.72,0.715,1,0.4282
La Libertad,López Aliaga,M,26-40,8727129,0.093,768,48.3,0.29,0.4693,0,0.2081
Apurímac,López Aliaga,M,41-60,5866094,0.1703,1276,76.36,0.74,0.7199,1,0.408
Tumbes,Vizcarra,M,26-40,8931581,0.118,793,45.76,0.78,0.6341,1,0.3029
Ica,Fujimori,F,41-60,9064222,0.0696,801,75.49,0.63,0.6815,1,0.3565
Tumbes,Acuña,M,18-25,3355304,0.1655,984,79.73,0.62,0.6997,1,0.3297
Tumbes,Fujimori,F,41-60,5331364,0.1734,1247,89.67,0.54,0.7461,1,0.1453
Loreto,López Aliaga,M,18-25,9352641,0.1349,963,45.36,0.67,0.6236,1,0.1233
Puno,Alvarez,F,26-40,6928999,0.1223,1056,51.31,0.58,0.543,1,0.475
Callao,Fujimori,M,18-25,3685194,0.062,840,64.97,0.63,0.6298,1,0.4005
Ucayali,López Aliaga,M,60+,9905223,0.0889,1237,71.72,0.73,0.7225,1,0.2819
Moquegua,Fujimori,M,26-40,6833329,0.075,1219,45.32,0.39,0.4714,0,0.321
Huancavelica,Fujimori,F,26-40,3962835,0.124,1117,77.84,0.44,0.6336,1,0.2682
Tumbes,Fujimori,M,26-40,2224053,0.0761,1135,74.43,0.71,0.7291,1,0.2637
Lambayeque,Alvarez,M,41-60,3413218,0.0823,969,69.61,0.53,0.6545,1,0.1892
Cusco,Alvarez,F,18-25,6896107,0.0756,1288,73.41,0.72,0.7183,1,0.3085
Junín,Fujimori,F,18-25,1277617,0.1681,1058,76.54,0.36,0.5916,1,0.2987
Callao,Fujimori,M,60+,7666001,0.1435,1299,85.13,0.57,0.7321,1,0.1853
Tumbes,Fujimori,F,41-60,2914400,0.0537,754,63.56,0.31,0.5114,1,0.334
Junín,Acuña,F,60+,5371743,0.0825,927,70.82,0.63,0.643,1,0.4568
Lima,Fujimori,F,18-25,6453014,0.1738,1222,71.38,0.43,0.5735,1,0.4167
Tacna,Fujimori,M,26-40,3239597,0.0804,1167,77.7,0.33,0.5774,1,0.3367
Moquegua,López Aliaga,M,26-40,9175573,0.1687,879,69.89,0.71,0.7241,1,0.1927
Pasco,Vizcarra,M,26-40,5247314,0.0929,853,48.59,0.29,0.4749,0,0.1749
Amazonas,Vizcarra,F,18-25,9856186,0.0783,1298,77.19,0.28,0.5297,1,0.4569
Lima,Acuña,F,60+,9554220,0.1471,1192,85.83,0.4,0.6487,1,0.2778
Apurímac,Alvarez,F,60+,1231474,0.0816,1255,56.24,0.41,0.4967,0,0.4651
Loreto,Vizcarra,F,26-40,837109,0.1006,1284,71.65,0.56,0.6537,1,0.2923
Moquegua,Alvarez,M,60+,9993546,0.1193,837,89.69,0.47,0.6829,1,0.3133
Puno,Acuña,F,41-60,9879783,0.1137,754,40.27,0.34,0.4599,0,0.1775
Loreto,López Aliaga,M,60+,7483858,0.1209,1071,51.31,0.69,0.6589,1,0.1172
Cajamarca,Vizcarra,F,18-25,5728662,0.1677,998,65.54,0.38,0.5545,1,0.3045
Cajamarca,Vizcarra,F,18-25,8929374,0.0614,837,89.44,0.34,0.6219,1,0.3544
Ica,López Aliaga,M,41-60,9097859,0.0647,1095,68.44,0.75,0.7434,1,0.1539
Callao,Fujimori,F,18-25,8389500,0.1207,1197,53.71,0.33,0.4821,0,0.3303
Callao,Fujimori,M,41-60,820966,0.051,1276,68.46,0.58,0.6611,1,0.2188
San Martín,Fujimori,M,26-40,6828146,0.1732,1109,68.25,0.44,0.6069,1,0.2073
Tacna,Fujimori,F,18-25,6035129,0.072,1289,54.52,0.49,0.5649,1,0.2384
Cajamarca,Acuña,M,18-25,9999854,0.0945,747,63.87,0.8,0.7221,1,0.2634
La Libertad,Vizcarra,M,26-40,9015027,0.0637,807,42.51,0.21,0.401,0,0.2725
Loreto,Fujimori,F,41-60,2364967,0.169,1212,69.38,0.22,0.4671,0,0.4852
Ayacucho,Fujimori,M,18-25,9291408,0.1344,1056,77.98,0.72,0.7195,1,0.3937
Tumbes,López Aliaga,F,18-25,9321382,0.0862,1229,53.82,0.7,0.6636,1,0.1591
Piura,Vizcarra,M,18-25,7068076,0.058,1144,56,0.29,0.4422,0,0.4797
Madre de Dios,Acuña,M,26-40,8479323,0.0804,1175,49.38,0.21,0.4273,0,0.2648
Lima,López Aliaga,F,26-40,9521916,0.1342,1121,73.72,0.72,0.685,1,0.4972
Tumbes,Fujimori,F,18-25,2957992,0.1555,1230,77.71,0.74,0.7575,1,0.2375
Madre de Dios,López Aliaga,F,26-40,7673818,0.1608,743,59.49,0.51,0.621,1,0.1044
Apurímac,Alvarez,M,18-25,1438990,0.0845,756,40.54,0.29,0.3805,0,0.4943
Piura,Vizcarra,F,26-40,7548681,0.0903,753,41.88,0.51,0.5332,1,0.1855
Apurímac,Alvarez,F,41-60,1528963,0.1277,1287,43.1,0.44,0.5039,1,0.221
Madre de Dios,Alvarez,F,41-60,8896259,0.0707,765,54.29,0.33,0.4842,0,0.3162
Loreto,Vizcarra,F,26-40,6392474,0.1279,782,56.81,0.23,0.4687,0,0.2481
Piura,López Aliaga,F,26-40,1106160,0.1791,965,89.28,0.31,0.6123,1,0.352
Ucayali,Fujimori,M,18-25,3510499,0.0779,998,53.42,0.51,0.5694,1,0.2342
Ica,López Aliaga,M,41-60,817572,0.1657,727,49.94,0.65,0.6134,1,0.2398
Puno,Alvarez,M,60+,5648060,0.1598,906,54.31,0.35,0.4809,0,0.3726
Tacna,Vizcarra,F,18-25,3712337,0.1306,818,65.67,0.27,0.4981,0,0.3596
Moquegua,Alvarez,M,26-40,8623951,0.114,1141,44.58,0.77,0.6149,1,0.3662
Lima,Acuña,F,41-60,4796517,0.1317,1191,87.41,0.52,0.6878,1,0.3554
Callao,Alvarez,M,26-40,4067832,0.158,771,56.63,0.34,0.476,0,0.4331
Piura,Acuña,M,41-60,5595613,0.1545,1011,71.85,0.39,0.6034,1,0.1902
Lima,Fujimori,M,60+,5352229,0.1299,771,76.88,0.64,0.6741,1,0.4453
Amazonas,Acuña,F,41-60,8634267,0.1103,1173,72.09,0.52,0.6651,1,0.1636
Callao,Alvarez,M,18-25,4940651,0.1301,779,58.85,0.54,0.6143,1,0.1841
Huánuco,Fujimori,M,60+,5675954,0.0965,753,45.6,0.68,0.6132,1,0.206
Apurímac,Vizcarra,F,18-25,5907917,0.1777,836,49.47,0.38,0.4796,0,0.3438
Lambayeque,Vizcarra,F,60+,2559718,0.1583,1247,50.21,0.35,0.5051,1,0.1767
Cusco,Fujimori,M,41-60,2814755,0.1509,801,41.62,0.55,0.5046,1,0.4127
Tacna,Fujimori,M,26-40,6425828,0.0874,767,53.73,0.33,0.5017,1,0.233
Tumbes,Alvarez,F,60+,2340322,0.1247,1286,89.05,0.79,0.8256,1,0.2424
Apurímac,Acuña,F,60+,9353785,0.1396,1000,50.29,0.4,0.5244,1,0.191
Tacna,Fujimori,M,26-40,2327013,0.177,1087,87.76,0.68,0.7712,1,0.2509
Tumbes,López Aliaga,F,26-40,4370235,0.0883,827,55.13,0.45,0.5572,1,0.2257
Loreto,Fujimori,M,18-25,1638206,0.0861,946,76.98,0.35,0.5572,1,0.4481
Amazonas,Vizcarra,F,60+,1932233,0.0695,824,54.56,0.55,0.5514,1,0.4304
Puno,Vizcarra,F,60+,4068566,0.0756,848,43.58,0.23,0.4422,0,0.1155
San Martín,Acuña,M,26-40,7447857,0.0959,725,82.52,0.63,0.7387,1,0.2086
Arequipa,Fujimori,M,41-60,3597264,0.1796,1106,51.19,0.62,0.6133,1,0.1954
Apurímac,Vizcarra,F,60+,1271464,0.1265,705,68.95,0.54,0.6484,1,0.2249
Huánuco,Vizcarra,F,60+,8468952,0.0612,763,41.52,0.56,0.5452,1,0.2324
La Libertad,Fujimori,F,18-25,9964480,0.0508,1095,51.83,0.33,0.4907,0,0.2397
Cusco,Alvarez,F,18-25,1505824,0.1641,936,51.63,0.55,0.5953,1,0.1572
Tacna,Fujimori,M,60+,3420620,0.0855,927,85.05,0.28,0.6048,1,0.2323
Arequipa,Alvarez,M,60+,4997597,0.087,981,73.07,0.27,0.5478,1,0.2569
Ayacucho,Vizcarra,F,60+,5692777,0.1509,899,53.48,0.24,0.4559,0,0.2623
Puno,Vizcarra,M,26-40,7384181,0.1601,1128,69.62,0.44,0.6136,1,0.2057
La Libertad,Fujimori,F,18-25,3400142,0.0811,761,64.94,0.37,0.5484,1,0.3064
Pasco,Vizcarra,F,26-40,6528160,0.0651,1285,67.12,0.32,0.5694,1,0.134
La Libertad,Vizcarra,M,26-40,7992419,0.1551,907,64.51,0.42,0.5972,1,0.1437
Callao,Vizcarra,F,41-60,8114539,0.1128,1223,58.4,0.36,0.483,0,0.4785
Junín,Fujimori,F,41-60,2154511,0.1263,770,78.94,0.69,0.704,1,0.4293
Ayacucho,Acuña,M,26-40,7551111,0.1553,853,81.55,0.23,0.5423,1,0.3848
Piura,Acuña,F,60+,8191599,0.1348,1238,67.33,0.79,0.6981,1,0.4342
Amazonas,López Aliaga,F,60+,4729548,0.0781,1004,55.6,0.46,0.566,1,0.2087
Loreto,López Aliaga,F,60+,3042438,0.0553,742,51.62,0.73,0.6144,1,0.4272
Moquegua,López Aliaga,F,26-40,6831765,0.1338,1238,55.37,0.7,0.6266,1,0.3808
Tumbes,Vizcarra,F,18-25,5224490,0.1727,880,79.32,0.32,0.5745,1,0.3549
Loreto,Vizcarra,M,26-40,1733124,0.0676,1016,68.29,0.45,0.5979,1,0.285
San Martín,Vizcarra,F,41-60,3227709,0.0973,1163,41.35,0.27,0.3949,0,0.3923
Huánuco,Vizcarra,M,41-60,1375063,0.1669,749,84.33,0.25,0.5409,1,0.4781
Arequipa,Fujimori,M,26-40,3634229,0.1285,855,61.66,0.43,0.59,1,0.1427
Amazonas,Acuña,M,18-25,4429011,0.1322,1291,81.31,0.59,0.7192,1,0.2197
Madre de Dios,Vizcarra,F,60+,1046669,0.0869,1067,71.53,0.24,0.5301,1,0.2503
Amazonas,Vizcarra,M,18-25,3384358,0.1404,702,85.91,0.67,0.7746,1,0.1879
Piura,López Aliaga,M,26-40,5545225,0.0631,1230,82.48,0.68,0.7413,1,0.3015
Loreto,Fujimori,M,60+,7153473,0.0608,1009,50.89,0.66,0.6226,1,0.221
Áncash,Acuña,F,41-60,8819223,0.125,713,43.12,0.31,0.4487,0,0.2302
Junín,Acuña,M,18-25,7728787,0.1378,962,58.33,0.49,0.5635,1,0.3271
Junín,López Aliaga,F,26-40,7141921,0.1791,1143,88.21,0.7,0.7905,1,0.2065
Junín,Acuña,M,41-60,8340707,0.1253,1009,46.95,0.48,0.5001,1,0.3901
Piura,Vizcarra,M,41-60,1520603,0.0659,1247,75.28,0.78,0.7909,1,0.1174
Moquegua,Fujimori,F,60+,8979484,0.15,1180,74.28,0.68,0.728,1,0.2067
Huancavelica,Acuña,F,26-40,1614906,0.0514,1115,83.57,0.52,0.6447,1,0.4902
Ica,Fujimori,F,26-40,843937,0.0955,913,72.16,0.52,0.6577,1,0.2045
Arequipa,Fujimori,F,41-60,9840417,0.1473,1169,42.85,0.43,0.4759,0,0.3321
Huánuco,López Aliaga,M,41-60,6594398,0.0618,782,57.36,0.3,0.4503,0,0.4864
Huancavelica,Vizcarra,M,26-40,8941652,0.1529,1069,56.66,0.31,0.5076,1,0.2118
Pasco,López Aliaga,F,18-25,1475714,0.178,830,43.59,0.47,0.4919,0,0.3484
Lima,Alvarez,M,60+,4067290,0.0805,1000,58.53,0.43,0.5093,1,0.4823
Pasco,Fujimori,M,60+,5557840,0.1225,1037,84.47,0.56,0.6669,1,0.4678
Callao,Alvarez,M,26-40,1779117,0.1372,918,72.25,0.33,0.5907,1,0.1574
Ucayali,Alvarez,F,41-60,8497333,0.1,782,70.43,0.3,0.5591,1,0.2046
Madre de Dios,López Aliaga,M,41-60,4792720,0.1244,701,88.68,0.25,0.5971,1,0.2842
Arequipa,Acuña,M,18-25,5517050,0.0988,1275,55.23,0.47,0.5612,1,0.2376
Ica,Fujimori,M,18-25,5980939,0.138,975,47.18,0.27,0.4686,0,0.1463
La Libertad,Vizcarra,M,41-60,6643947,0.1631,1059,82.14,0.64,0.729,1,0.2704
Cajamarca,Fujimori,M,26-40,3810808,0.1433,906,43.1,0.63,0.5972,1,0.1273
Piura,Vizcarra,M,41-60,6706892,0.0603,1072,87.47,0.52,0.692,1,0.3319
Amazonas,Acuña,F,26-40,6792576,0.0601,1189,72.86,0.79,0.7813,1,0.1229
Arequipa,Vizcarra,F,18-25,9900871,0.1778,907,72.05,0.71,0.7176,1,0.2663
Áncash,Acuña,M,41-60,8035688,0.1429,797,53.29,0.47,0.5095,1,0.4581
Tumbes,Vizcarra,F,60+,2613177,0.1433,1188,83.83,0.7,0.7342,1,0.4144
Junín,López Aliaga,F,60+,6963962,0.0918,1270,67.38,0.33,0.5799,1,0.1101
Piura,Vizcarra,M,41-60,4650209,0.1468,1264,83.4,0.6,0.7416,1,0.1684
Moquegua,López Aliaga,M,41-60,4565402,0.0931,972,63.02,0.22,0.4505,0,0.4556
Tacna,Fujimori,F,41-60,3044888,0.1082,1021,70.3,0.53,0.6085,1,0.4195
Huancavelica,Acuña,M,60+,4010465,0.0739,873,81.14,0.33,0.5824,1,0.3701
Moquegua,Alvarez,M,26-40,7292691,0.1175,881,48.09,0.27,0.4553,0,0.2159
Lima,Fujimori,M,41-60,5990304,0.1227,867,55.35,0.26,0.4331,0,0.4587
Madre de Dios,López Aliaga,F,26-40,8644867,0.1531,893,58.59,0.67,0.6485,1,0.2775
Loreto,Alvarez,M,60+,7087058,0.1509,1028,71.2,0.54,0.6299,1,0.3456
Arequipa,Vizcarra,M,26-40,2074887,0.1493,1262,71.64,0.69,0.7403,1,0.1115
Cajamarca,Alvarez,F,26-40,6699428,0.1678,839,63.38,0.24,0.5131,1,0.1838
San Martín,Acuña,F,60+,6026861,0.0959,1190,62.31,0.26,0.5024,1,0.2549
Puno,Vizcarra,M,18-25,2023335,0.1218,902,70.39,0.22,0.4801,0,0.4438
Ayacucho,Fujimori,F,18-25,8587526,0.0606,787,56.98,0.31,0.4908,0,0.3108
Arequipa,Alvarez,F,18-25,2737387,0.0974,819,41.4,0.78,0.5938,1,0.4278
Tumbes,López Aliaga,F,41-60,6844370,0.1756,992,51.35,0.24,0.4491,0,0.2706
La Libertad,Vizcarra,M,60+,8758711,0.1459,747,76.8,0.37,0.5637,1,0.449
Tumbes,Fujimori,M,60+,8137532,0.175,1044,56.64,0.52,0.5514,1,0.4253
Tumbes,Acuña,M,18-25,837339,0.1192,1150,79,0.59,0.6988,1,0.2706
Loreto,Fujimori,M,41-60,7108731,0.0551,1160,48.87,0.38,0.4712,0,0.3733
Huánuco,Vizcarra,M,26-40,5498165,0.0539,1166,55.53,0.68,0.639,1,0.2827
Junín,Alvarez,M,26-40,8968432,0.1718,917,68.13,0.71,0.6739,1,0.4043
Lima,Fujimori,M,26-40,866269,0.1114,1030,85.56,0.64,0.726,1,0.369
Cajamarca,López Aliaga,F,18-25,9253235,0.0685,772,54.09,0.74,0.6794,1,0.1638
Lambayeque,Alvarez,M,41-60,4509866,0.1082,1279,55.9,0.78,0.6463,1,0.4507
Tacna,Vizcarra,F,41-60,2136663,0.1575,717,83.2,0.54,0.6601,1,0.4468
Lambayeque,Alvarez,M,26-40,1581321,0.0535,838,81.97,0.31,0.5765,1,0.3695
Amazonas,Acuña,F,26-40,1586750,0.0662,735,74.96,0.71,0.7605,1,0.108
Tumbes,Fujimori,F,26-40,2216540,0.0783,1289,50.71,0.25,0.4116,0,0.4586
Tacna,Alvarez,M,41-60,2799926,0.1601,702,73.05,0.7,0.7338,1,0.1833
Loreto,Acuña,F,60+,2145246,0.1787,847,50.2,0.78,0.6661,1,0.2261
Huancavelica,Vizcarra,F,18-25,8601081,0.1266,1211,55.28,0.28,0.4875,0,0.227
Junín,Vizcarra,M,60+,8491353,0.0614,724,62.97,0.77,0.6672,1,0.4604
Junín,Vizcarra,M,60+,8366929,0.1489,709,74.35,0.45,0.6342,1,0.2149
Callao,Fujimori,M,60+,5400604,0.0775,852,59.94,0.28,0.5249,1,0.1303
Lima,Vizcarra,M,26-40,5977963,0.1666,1200,66.72,0.28,0.5549,1,0.1214
Áncash,Acuña,M,26-40,3613510,0.1162,1032,81.44,0.34,0.574,1,0.4323
Piura,Vizcarra,F,41-60,1625740,0.1712,824,49.5,0.4,0.4957,0,0.3117
Tumbes,Alvarez,M,60+,4593501,0.1203,770,54.63,0.61,0.6438,1,0.1001
Áncash,Acuña,F,18-25,5751689,0.1658,1151,89.7,0.45,0.7151,1,0.1186
Puno,Fujimori,F,60+,8022792,0.0885,1217,89.78,0.66,0.748,1,0.377
Tacna,López Aliaga,F,41-60,2396744,0.0561,1228,54.03,0.42,0.5144,1,0.3502
Ucayali,Fujimori,M,26-40,9032636,0.1015,1111,63.97,0.32,0.5231,1,0.3003
Arequipa,Vizcarra,F,41-60,1471118,0.0956,707,74.07,0.27,0.5248,1,0.3976
Lambayeque,Alvarez,F,60+,907376,0.1707,933,63.22,0.22,0.4819,0,0.2923
Huancavelica,López Aliaga,F,26-40,7436998,0.0631,740,51.94,0.21,0.47,0,0.1175
Cusco,Acuña,M,18-25,6888892,0.1141,860,79.39,0.5,0.662,1,0.2717
Arequipa,Acuña,F,41-60,955582,0.1278,879,75.52,0.51,0.6333,1,0.3739
Huancavelica,Alvarez,M,41-60,9523155,0.0517,862,49.08,0.57,0.5374,1,0.4268
Lima,Alvarez,F,41-60,4204851,0.1308,1168,80.7,0.8,0.8186,1,0.1119
Amazonas,López Aliaga,F,18-25,6538283,0.1615,1005,66.43,0.4,0.5812,1,0.2158
Tumbes,López Aliaga,F,18-25,2382459,0.1647,1086,73.2,0.77,0.7812,1,0.106
Arequipa,Acuña,F,60+,7563320,0.0537,921,58.5,0.52,0.6202,1,0.1082
Callao,Acuña,F,26-40,7374390,0.1307,1070,87.23,0.6,0.7139,1,0.3673
Ucayali,Fujimori,F,26-40,5241602,0.136,848,57.88,0.43,0.5618,1,0.2145
Ica,López Aliaga,F,26-40,6550588,0.0999,1015,86.99,0.79,0.776,1,0.436
Junín,Acuña,F,18-25,2427867,0.1342,870,74.42,0.65,0.7228,1,0.1829
Arequipa,Fujimori,M,26-40,8956041,0.0576,1195,72.67,0.64,0.7057,1,0.2133
La Libertad,Alvarez,M,60+,2318791,0.1595,1078,59.45,0.52,0.6232,1,0.108
Tacna,Acuña,F,18-25,2182255,0.0555,809,59.33,0.38,0.5493,1,0.1914
Huancavelica,Alvarez,F,41-60,4121738,0.1661,1096,40.29,0.65,0.5553,1,0.3196
Ayacucho,Alvarez,M,26-40,2902038,0.1351,789,74.76,0.41,0.6155,1,0.2281
Cusco,Alvarez,F,18-25,6964308,0.1558,1182,66.08,0.75,0.7049,1,0.2892
Apurímac,Acuña,F,26-40,7460599,0.1048,745,48.34,0.37,0.4778,0,0.3213
Pasco,Acuña,M,60+,7832005,0.1229,1076,68.61,0.37,0.538,1,0.426
Tacna,Vizcarra,M,18-25,9511964,0.0724,845,74.55,0.54,0.6817,1,0.159
Arequipa,Fujimori,F,26-40,9395719,0.0691,1243,88.82,0.33,0.5921,1,0.474
Apurímac,Fujimori,M,41-60,6895766,0.0513,795,62.74,0.24,0.4567,0,0.4569
Tumbes,Fujimori,F,60+,2546516,0.1219,994,79.13,0.48,0.6878,1,0.1103
Moquegua,Fujimori,M,60+,4786987,0.0867,828,62.46,0.21,0.449,0,0.4216
Pasco,López Aliaga,F,41-60,932872,0.0966,1018,48.12,0.51,0.519,1,0.3894
Áncash,Vizcarra,F,60+,6895235,0.1399,1141,55.85,0.59,0.6023,1,0.2839
Piura,López Aliaga,M,18-25,1127605,0.0503,1059,85.22,0.77,0.8195,1,0.1376
Madre de Dios,Acuña,F,18-25,3972983,0.1057,1116,82.27,0.64,0.7176,1,0.3318
Piura,López Aliaga,F,26-40,825993,0.1437,1157,58.3,0.63,0.626,1,0.2862
Pasco,Alvarez,M,60+,5960687,0.1531,1143,40.72,0.73,0.5579,1,0.4816
Huancavelica,López Aliaga,M,41-60,5298942,0.1608,1216,69.84,0.55,0.6257,1,0.3637
Madre de Dios,López Aliaga,M,18-25,7642199,0.1774,1080,67.73,0.76,0.691,1,0.4253
Puno,López Aliaga,M,60+,5741792,0.1191,1260,88.36,0.49,0.6643,1,0.4293
Tacna,Fujimori,F,26-40,7679020,0.1567,1129,58.89,0.69,0.6511,1,0.2975
Tacna,Acuña,F,41-60,5256191,0.0793,738,69.9,0.28,0.4913,0,0.4914
Callao,López Aliaga,M,26-40,8591507,0.1382,1080,53.29,0.67,0.5852,1,0.4827
Callao,Fujimori,M,26-40,5273234,0.0628,887,59.24,0.8,0.6896,1,0.3276
Callao,Acuña,F,41-60,5819155,0.1265,1180,43.25,0.5,0.4719,0,0.4971
Pasco,Vizcarra,M,18-25,3185828,0.1702,1207,68.78,0.58,0.6367,1,0.3571
Tumbes,Alvarez,F,26-40,5142887,0.1486,920,47.25,0.36,0.4951,0,0.1818
Pasco,Fujimori,M,26-40,5233042,0.1433,826,62.54,0.71,0.6879,1,0.2331
Cusco,Fujimori,F,26-40,3083256,0.0929,1118,53.49,0.53,0.5769,1,0.2441
Puno,Acuña,M,41-60,2004244,0.1315,1176,80.56,0.79,0.7698,1,0.3459
Tacna,López Aliaga,F,60+,6184533,0.0573,1139,79.45,0.7,0.7449,1,0.2605
La Libertad,Acuña,M,41-60,8561838,0.0874,866,70.73,0.31,0.5147,1,0.4635
Huánuco,López Aliaga,M,18-25,3670567,0.1796,760,79.41,0.48,0.6459,1,0.3273
Callao,Vizcarra,F,26-40,4611466,0.0992,1061,72.01,0.27,0.5187,1,0.381
Loreto,Fujimori,M,26-40,9507808,0.0571,1137,79.79,0.58,0.6556,1,0.4691
Huancavelica,López Aliaga,M,26-40,8276196,0.0946,870,49.94,0.5,0.514,1,0.4373
Tumbes,López Aliaga,M,26-40,2658021,0.087,1209,72.18,0.69,0.7187,1,0.2249
Lima,Vizcarra,M,26-40,9380303,0.1365,785,56.68,0.3,0.4881,0,0.3001
San Martín,Fujimori,M,60+,3766841,0.1022,946,81.9,0.49,0.6313,1,0.4605
Pasco,Alvarez,F,18-25,7169456,0.172,1267,83.3,0.24,0.6002,1,0.1549
Lambayeque,Alvarez,M,60+,2745506,0.1233,868,42.45,0.72,0.5749,1,0.4228
Ica,Vizcarra,F,26-40,4089718,0.1215,925,89.72,0.41,0.6735,1,0.2377
Loreto,Fujimori,F,26-40,9499653,0.1178,719,50.48,0.6,0.5783,1,0.3194
Cajamarca,Vizcarra,F,26-40,9509141,0.1671,924,59.44,0.3,0.4739,0,0.4271
Cusco,López Aliaga,M,41-60,4525211,0.0504,1142,72.23,0.6,0.6555,1,0.3643
La Libertad,Acuña,M,18-25,3596836,0.0545,893,41.52,0.7,0.5815,1,0.3299
Lambayeque,López Aliaga,F,60+,7467427,0.0597,1040,58.7,0.5,0.5651,1,0.3463
Puno,Alvarez,F,60+,7094106,0.1095,1097,72.02,0.63,0.7037,1,0.1903
Puno,Fujimori,M,60+,6010603,0.1095,1129,48.07,0.62,0.5756,1,0.3287
Lambayeque,López Aliaga,M,18-25,2128885,0.0779,853,73.41,0.64,0.6715,1,0.397
Tacna,López Aliaga,F,26-40,2185328,0.1675,830,87.22,0.73,0.7614,1,0.3923
San Martín,López Aliaga,F,18-25,2145266,0.1474,889,57.68,0.61,0.6396,1,0.1737
Moquegua,Fujimori,F,41-60,2432710,0.0908,834,53.92,0.35,0.5023,1,0.2573
Amazonas,Vizcarra,F,26-40,6123743,0.1035,1257,55.82,0.76,0.6876,1,0.2051
Cusco,Vizcarra,M,41-60,993428,0.1624,752,78.35,0.61,0.7003,1,0.2828
Arequipa,Vizcarra,M,41-60,2693082,0.0575,1137,44.41,0.36,0.4714,0,0.2468
Cusco,Alvarez,M,60+,6076906,0.1689,973,60.39,0.47,0.5985,1,0.1507
Lambayeque,Alvarez,M,26-40,8890669,0.1069,1104,56.82,0.68,0.6716,1,0.1428
Huancavelica,Alvarez,M,26-40,6127574,0.1077,1089,71.61,0.53,0.6013,1,0.4911
Pasco,Alvarez,M,26-40,1343929,0.1635,943,59.94,0.78,0.6761,1,0.3736
Puno,López Aliaga,F,26-40,1516193,0.1132,1180,88.43,0.35,0.5955,1,0.497
Huancavelica,Vizcarra,M,26-40,9032624,0.1436,793,63.81,0.25,0.494,0,0.2984
Lambayeque,Fujimori,F,26-40,7295087,0.1575,1141,60.9,0.31,0.5177,1,0.24
Lima,Vizcarra,F,41-60,7775031,0.1368,1073,69,0.59,0.6641,1,0.2375
Tumbes,Alvarez,M,26-40,9456399,0.1186,1211,56.18,0.67,0.6031,1,0.4565
Huánuco,Acuña,M,18-25,6939201,0.1695,814,61.86,0.76,0.7019,1,0.257
Puno,Acuña,F,60+,5157461,0.1091,1059,79.08,0.22,0.5216,1,0.4135
Huancavelica,Fujimori,M,41-60,3730960,0.0726,1119,41.12,0.41,0.4521,0,0.3904
Callao,Acuña,F,41-60,6028690,0.0957,1273,80.48,0.64,0.7033,1,0.3758
San Martín,Alvarez,M,60+,3855962,0.1318,952,43.09,0.25,0.4512,0,0.1038
Cusco,Acuña,M,26-40,9866756,0.0632,721,50.83,0.45,0.4978,0,0.4369
San Martín,Alvarez,M,26-40,3515804,0.0899,1268,82.17,0.61,0.6837,1,0.4413
Callao,Alvarez,M,41-60,3482885,0.0968,955,65.6,0.8,0.7021,1,0.3967
Cajamarca,Fujimori,M,18-25,3480436,0.0706,974,46.17,0.36,0.4331,0,0.4809
Lima,López Aliaga,M,18-25,1301195,0.1727,1082,45.12,0.56,0.5314,1,0.3666
La Libertad,Vizcarra,F,18-25,6579912,0.0586,926,77.96,0.57,0.6623,1,0.386
Amazonas,Alvarez,F,60+,3647945,0.1721,1114,73.69,0.35,0.6115,1,0.1224
Huancavelica,Alvarez,M,41-60,9147535,0.0778,1242,78.67,0.39,0.6375,1,0.17
